AMBER General Force Field for organic molecules (Version 2.2.20, March 2021)
c  12.01         0.616               Sp2 C carbonyl group 
pb 30.97         1.538               Sp2 P in pure aromatic systems 
pc 30.97         1.538               Sp2 P in non-pure aromatic systems
pd 30.97         1.538               Sp2 P in non-pure aromatic systems, identical to pc
pe 30.97         1.538               Inner Sp2 P in conjugated systems
pf 30.97         1.538               Inner Sp2 P in conjugated systems, identical to pe
px 30.97         1.538               Special p4 in conjugated systems
py 30.97         1.538               Special p5 in conjugated systems
s  32.06         2.900               S with one connected atom 
s2 32.06         2.900               S with two connected atom, involved at least one double bond  
s4 32.06         2.900               S with three connected atoms 
s6 32.06         2.900               S with four connected atoms 
sh 32.06         2.900               Sp3 S connected with hydrogen 
ss 32.06         2.900               Sp3 S in thio-ester and thio-ether
sx 32.06         2.900               Special s4 in conjugated systems
sy 32.06         2.900               Special s6 in conjugated systems
sp 32.06         2.900               not described
sq 32.06         2.900               not described

hn  ho  hs  n   na  nc  nd  ne  nf  n2  n3  n4  o   oh  os  ow  sh  ss
ow-hw  553.0    0.9572         TIP3P_Water        1         
hw-hw  553.0    1.5136         TIP3P_Water        1         
br-br   81.0    2.5420             SOURCE1        4         
br-c   114.31   2.0128                2021        2   0.0000
br-c1  196.60   1.7926                2021        3   0.0009
br-c2  147.76   1.9054                2021       25   0.0078
br-c3  123.31   1.9805                2021      101   0.0105
br-c5  119.19   1.9949                2021        9   0.0130
br-c6  116.96   2.0030                2021       45   0.0119
br-ca  145.49   1.9117                2021      335   0.0050
br-cc  155.28   1.8853                2021       74   0.0082
br-cd  155.01   1.8860                2021       15   0.0082
br-ce  148.05   1.9046                2021       12   0.0099
br-cf  132.53   1.9502                2021        1   0.0000
br-cs  141.88   1.9220                2021        1   0.0000
br-cx  136.81   1.9370                2021       11   0.0019
br-cy  132.40   1.9506                2021        5   0.0056
br-n1  141.5    1.8600             SOUECE3        1         
br-n   130.36   1.8645                2021        2   0.0005
br-n2  108.05   1.9408                2021        1   0.0000
br-n3  110.4    1.9520             SOURCE3        2         
br-n4  118.3    1.9260             SOURCE3        3   0.0013
br-n7  108.15   1.9404                2021        1   0.0000
br-na  131.84   1.8600                2021        1   0.0000
br-nh  112.8    1.9440             SOURCE3        1         
br-no   79.56   2.0720                2021        1   0.0000
br-ns  123.95   1.8847                2021        2   0.0006
br-nu  101.65   1.9663                2021        2   0.0002
br-ny  110.29   1.9323                2021        2   0.0000
br-nz  109.05   1.9370                2021        1   0.0000
br-o   193.6    1.8000             SOUECE3        1         
br-oh  145.40   1.8690                2021        1   0.0000
br-os  143.59   1.8740                2021        1   0.0000
br-p2  121.29   2.2558                2021        1   0.0000
br-p3  121.79   2.2538                2021        2   0.0000
br-p4  164.10   2.1147                2021        1   0.0000
br-p5  132.02   2.2153                2021        2   0.0060
br-s   169.2    2.2200             SOUECE3        1         
br-s4  128.8    2.3410             SOURCE3        1         
br-s6  146.90   2.2544                2021        2   0.0000
br-sh  155.56   2.2270                2021        1   0.0000
br-ss  155.13   2.2283                2021        2   0.0002
c1-c1  699.13   1.2095                2021      394   0.0045
c1-c2  466.85   1.3185                2021       60   0.0319
c1-c3  284.58   1.4656                2021      503   0.0037
c1-c5  277.77   1.4732                2021       68   0.0030
c1-c6  278.48   1.4724                2021       37   0.0049
c1-ca  325.6    1.4400             SOUECE3        1         
c1-cc  322.23   1.4272                2021        1   0.0000
c1-ce  336.10   1.4144                2021       22   0.0259
c1-cf  311.66   1.4374                2021        2   0.0444
c1-cg  684.97   1.2148                2021      157   0.0027
c1-ch  685.23   1.2147                2021       13   0.0016
c1-cl  250.10   1.6532                2021        2   0.0001
c1-cv  487.26   1.3065                2021        1   0.0000
c1-cx  304.46   1.4446                2021       24   0.0043
c1-cy  285.76   1.4643                2021        3   0.0061
c1-f   482.2    1.2700             SOURCE2        2   0.0085
c1-ha  392.43   1.0666                2021      280   0.0008
c1-hc  448.2    1.0600             SOUECE3        1         
c1-i   102.82   2.1756                2021        1   0.0000
c1-n1  751.25   1.1619                2021      311   0.0024
c1-n2  658.45   1.1951                2021       31   0.0070
c1-n3  397.76   1.3310                2021        3   0.0051
c1-n   428.9    1.3300             SOUECE3        1         
c1-n4  289.30   1.4247                2021        2   0.0001
c1-n7  378.09   1.3455                2021        4   0.0043
c1-n8  374.69   1.3481                2021        2   0.0004
c1-na  376.65   1.3466                2021        1   0.0000
c1-ne  636.97   1.2036                2021       21   0.0141
c1-nf  720.5    1.2020     SOURCE4_SOURCE5       21   0.0141
c1-nh  352.74   1.3656                2021        3   0.0022
c1-nj  377.30   1.3461                2021        1   0.0000
c1-no  300.68   1.4130                2021        2   0.0120
c1-ns  377.17   1.3462                2021        2   0.0000
c1-nu  383.53   1.3414                2021       15   0.0033
c1-ny  293.90   1.4199                2021        2   0.0000
c1-nz  301.68   1.4120                2021        1   0.0000
c1-o   701.76   1.1749                2021       22   0.0074
c1-oh  430.35   1.3043                2021        2   0.0000
c1-os  415.54   1.3141                2021        5   0.0037
c1-p2  442.30   1.5550                2021        1   0.0000
c1-p3  203.9    1.7900             SOUECE3        1         
c1-p4  234.44   1.7809                2021        2   0.0179
c1-p5  228.55   1.7906                2021        1   0.0000
c1-s2  380.5    1.5950             SOURCE3        1         
c1-s   363.87   1.5925                2021       37   0.0043
c1-s4  231.16   1.7546                2021        3   0.0020
c1-s6  238.97   1.7422                2021        5   0.0245
c1-sh  262.99   1.7069                2021        3   0.0003
c1-ss  274.01   1.6920                2021       49   0.0113
c1-sy  254.16   1.7194                2021        1   0.0000
c2-c2  436.00   1.3379                2021     2753   0.0038
c2-c3  248.40   1.5088                2021     4200   0.0036
c2-c5  243.38   1.5154                2021     1095   0.0063
c2-c6  244.96   1.5133                2021     2209   0.0058
c2-ca  385.05   1.3739                2021        9   0.0149
c2-cc  412.83   1.3536                2021       99   0.0159
c2-cd  407.59   1.3573                2021       12   0.0131
c2-ce  424.30   1.3457                2021     2927   0.0058
c2-cf  421.36   1.3477                2021      250   0.0041
c2-cl  196.04   1.7415                2021      127   0.0097
c2-cu  458.00   1.3239                2021       11   0.0010
c2-cv  444.02   1.3327                2021        2   0.0002
c2-cx  267.76   1.4848                2021       76   0.0060
c2-cy  247.02   1.5106                2021       21   0.0067
c2-f   350.61   1.3375                2021       35   0.0085
c2-h4  359.91   1.0865                2021      477   0.0026
c2-h5  353.32   1.0908                2021       74   0.0023
c2-ha  357.29   1.0882                2021     5194   0.0015
c2-hc  393.9    1.0870             SOURCE3      789   0.0046
c2-hx  364.44   1.0836                2021        3   0.0002
c2-i   103.07   2.1745                2021        7   0.0194
c2-n1  470.9    1.3060             SOURCE3        4   0.0161
c2-n2  475.99   1.2809                2021      901   0.0045
c2-n   313.87   1.4001                2021       71   0.0099
c2-n3  293.23   1.4206                2021        2   0.0000
c2-n4  213.34   1.5205                2021        3   0.0294
c2-na  303.08   1.4106                2021       34   0.0079
c2-nc  458.2    1.3130             SOURCE1       99   0.0095
c2-nd  458.2    1.3130             SOURCE1       99         
c2-ne  454.84   1.2934                2021      268   0.0098
c2-nf  442.38   1.3011                2021        5   0.0096
c2-nh  333.92   1.3817                2021      194   0.0127
c2-nm  311.16   1.4027                2021        4   0.0014
c2-no  267.46   1.4488                2021       20   0.0157
c2-ns  316.82   1.3973                2021       94   0.0097
c2-nu  326.22   1.3886                2021      908   0.0094
c2-nv  324.58   1.3901                2021      404   0.0134
c2-nx  227.62   1.4996                2021        1   0.0000
c2-ny  213.41   1.5204                2021        7   0.0058
c2-nz  204.95   1.5336                2021        4   0.0115
c2-o   577.40   1.2249                2021       20   0.0030
c2-oh  376.23   1.3423                2021       85   0.0126
c2-os  350.47   1.3628                2021      233   0.0120
c2-p2  321.31   1.6649                2021       25   0.0074
c2-p3  201.99   1.8385                2021        1   0.0000
c2-p4  186.1    1.8220             SOUECE3        1         
c2-p5  190.62   1.8614                2021       10   0.0112
c2-pe  313.65   1.6735                2021        8   0.0019
c2-pf  275.1    1.6890     SOURCE3_SOURCE5        8   0.0019
c2-py  149.43   1.9608                2021        1   0.0000
c2-s2  194.93   1.8197                2021        1   0.0000
c2-s   277.52   1.6874                2021        2   0.0246
c2-s4  137.43   1.9608                2021        2   0.0337
c2-s6  193.43   1.8227                2021        2   0.0010
c2-sh  213.53   1.7846                2021        8   0.0102
c2-ss  213.76   1.7842                2021      390   0.0242
c3-c3  228.89   1.5354                2021    33079   0.0044
c3-c5  227.64   1.5372                2021     2795   0.0062
c3-c6  223.80   1.5428                2021     3803   0.0066
c3-ca  243.91   1.5147                2021     7362   0.0051
c3-cc  255.14   1.5002                2021     1547   0.0046
c3-cd  253.87   1.5018                2021     1379   0.0043
c3-ce  246.79   1.5109                2021      464   0.0038
c3-cf  247.02   1.5106                2021      199   0.0023
c3-cl  164.00   1.8092                2021      804   0.0089
c3-cs  243.68   1.5150                2021       38   0.0082
c3-cu  268.18   1.4843                2021        2   0.0000
c3-cv  263.1    1.5010              5/2017        1         
c3-cx  241.88   1.5174                2021      463   0.0039
c3-cy  232.49   1.5303                2021      307   0.0036
c3-f   334.28   1.3512                2021     1449   0.0067
c3-h1  344.22   1.0969                2021    79666   0.0051
c3-h2  347.02   1.0950                2021      689   0.0027
c3-h3  348.80   1.0938                2021       26   0.0030
c3-hc  345.25   1.0962                2021    96029   0.0013
c3-hx  352.86   1.0911                2021     5560   0.0020
c3-i    92.37   2.2260                2021       22   0.0114
c3-n1  283.85   1.4305                2021        3   0.0004
c3-n2  260.82   1.4566                2021      297   0.0055
c3-n   254.46   1.4643                2021     1382   0.0051
c3-n3  255.85   1.4626                2021     4663   0.0039
c3-n4  215.86   1.5167                2021     1841   0.0121
c3-n7  255.52   1.4630                2021     2228   0.0045
c3-n8  253.81   1.4651                2021     1176   0.0039
c3-na  254.79   1.4639                2021     1294   0.0075
c3-nc  269.3    1.4560             SOURCE3        9   0.0109
c3-nd  269.3    1.4560             SOURCE3        9         
c3-nh  256.92   1.4613                2021      970   0.0065
c3-nj  262.33   1.4548                2021        7   0.0059
c3-nk  222.99   1.5062                2021        6   0.0073
c3-nl  227.83   1.4993                2021        1   0.0000
c3-no  211.58   1.5232                2021       49   0.0148
c3-np  256.75   1.4615                2021       25   0.0025
c3-nq  263.26   1.4537                2021       13   0.0048
c3-ns  261.66   1.4556                2021     1308   0.0039
c3-nu  258.82   1.4590                2021      840   0.0052
c3-nx  219.76   1.5109                2021       76   0.0096
c3-ny  222.43   1.5070                2021       28   0.0082
c3-nz  238.81   1.4843                2021       72   0.0200
c3-o   406.05   1.3206                2021       12   0.0276
c3-oh  285.15   1.4242                2021     4300   0.0054
c3-os  282.27   1.4273                2021     8808   0.0100
c3-p2  185.39   1.8725                2021        1   0.0000
c3-p3  186.36   1.8704                2021       98   0.0070
c3-p4  196.92   1.8485                2021       16   0.0047
c3-p5  199.23   1.8439                2021      360   0.0185
c3-px  197.52   1.8473                2021        7   0.0021
c3-py  201.07   1.8403                2021       12   0.0140
c3-s   184.13   1.8420                2021        3   0.0000
c3-s4  183.10   1.8442                2021      155   0.0145
c3-s6  198.48   1.8127                2021      464   0.0137
c3-sh  182.92   1.8446                2021      157   0.0052
c3-ss  184.74   1.8407                2021     1652   0.0110
c3-sx  177.54   1.8564                2021       64   0.0146
c3-sy  198.12   1.8134                2021      109   0.0084
c5-c5  220.10   1.5483                2021    10572   0.0073
c5-c6  226.47   1.5389                2021     2004   0.0061
c5-ca  243.60   1.5151                2021     1156   0.0055
c5-cc  251.51   1.5048                2021      126   0.0067
c5-cd  249.33   1.5076                2021       88   0.0060
c5-ce  241.66   1.5177                2021      249   0.0057
c5-cf  227.37   1.5376                2021       89   0.0058
c5-cl  163.96   1.8093                2021       48   0.0133
c5-cs  231.42   1.5318                2021        7   0.0088
c5-cx  231.85   1.5312                2021      208   0.0060
c5-cy  224.00   1.5425                2021      188   0.0060
c5-f   291.13   1.3917                2021       53   0.0116
c5-h1  343.78   1.0972                2021    10329   0.0048
c5-h2  346.28   1.0955                2021     1258   0.0021
c5-h3  345.84   1.0958                2021        8   0.0026
c5-hc  346.43   1.0954                2021    10951   0.0014
c5-hx  351.96   1.0917                2021      247   0.0013
c5-i    91.50   2.2305                2021        3   0.0071
c5-n2  248.77   1.4714                2021      292   0.0050
c5-n   251.07   1.4685                2021      720   0.0062
c5-n3  249.40   1.4706                2021      817   0.0057
c5-n4  202.77   1.5371                2021      131   0.0100
c5-n7  249.40   1.4706                2021      291   0.0062
c5-n8  257.41   1.4607                2021       48   0.0038
c5-na  260.40   1.4571                2021      301   0.0067
c5-nh  249.24   1.4708                2021      283   0.0077
c5-nj  265.74   1.4508                2021       58   0.0053
c5-no  207.66   1.5293                2021        6   0.0127
c5-np  232.51   1.4928                2021        2   0.0088
c5-ns  262.59   1.4545                2021      201   0.0046
c5-nu  250.52   1.4692                2021      264   0.0053
c5-nx  213.47   1.5203                2021       11   0.0115
c5-ny  213.80   1.5198                2021       12   0.0134
c5-o   600.45   1.2147                2021        1   0.0000
c5-oh  289.69   1.4194                2021     1414   0.0062
c5-os  275.61   1.4346                2021     3460   0.0083
c5-p3  181.73   1.8805                2021        8   0.0027
c5-p5  188.38   1.8661                2021       18   0.0103
c5-py  191.77   1.8590                2021        7   0.0049
c5-s   190.58   1.8285                2021        1   0.0000
c5-s4  172.18   1.8686                2021       15   0.0155
c5-s6  171.83   1.8694                2021       21   0.0246
c5-sh  179.52   1.8520                2021        2   0.0003
c5-ss  180.02   1.8509                2021      377   0.0122
c5-sx  160.80   1.8961                2021        3   0.0102
c5-sy  179.61   1.8518                2021        5   0.0184
c6-c6  226.81   1.5384                2021    20772   0.0060
c6-ca  239.73   1.5203                2021     2153   0.0056
c6-cc  253.39   1.5024                2021      420   0.0044
c6-cd  250.49   1.5061                2021      329   0.0063
c6-ce  239.14   1.5211                2021      450   0.0057
c6-cf  235.86   1.5256                2021       80   0.0072
c6-cl  152.16   1.8384                2021       61   0.0111
c6-cs  221.44   1.5463                2021       10   0.0081
c6-cv  254.58   1.5009                2021        1   0.0000
c6-cx  234.27   1.5278                2021      171   0.0068
c6-cy  225.51   1.5403                2021       41   0.0048
c6-f   279.10   1.4043                2021      102   0.0120
c6-h1  342.02   1.0984                2021    13104   0.0033
c6-h2  341.88   1.0985                2021      580   0.0033
c6-h3  345.84   1.0958                2021        7   0.0036
c6-hc  342.75   1.0979                2021    25170   0.0014
c6-hx  349.85   1.0931                2021      373   0.0009
c6-i    86.32   2.2585                2021        8   0.0109
c6-n1  282.46   1.4320                2021        3   0.0010
c6-n2  258.07   1.4599                2021      102   0.0059
c6-n   252.36   1.4669                2021      513   0.0065
c6-n3  253.33   1.4657                2021     3293   0.0040
c6-n4  207.21   1.5300                2021      196   0.0069
c6-n7  253.65   1.4653                2021      937   0.0031
c6-n8  251.96   1.4674                2021      165   0.0036
c6-na  251.64   1.4678                2021       83   0.0091
c6-nh  252.92   1.4662                2021      939   0.0051
c6-nj  258.98   1.4588                2021        1   0.0000
c6-nl  216.05   1.5164                2021        1   0.0000
c6-no  197.67   1.5455                2021       15   0.0105
c6-np  264.20   1.4526                2021        1   0.0000
c6-nq  261.32   1.4560                2021        5   0.0011
c6-ns  257.58   1.4605                2021      230   0.0040
c6-nu  257.49   1.4606                2021      202   0.0056
c6-nx  216.59   1.5156                2021       17   0.0072
c6-ny  205.01   1.5335                2021        2   0.0000
c6-nz  212.49   1.5218                2021        2   0.0007
c6-o   440.85   1.2976                2021        2   0.0236
c6-oh  285.25   1.4241                2021     2105   0.0061
c6-os  279.78   1.4300                2021     2715   0.0094
c6-p3  175.40   1.8948                2021        4   0.0106
c6-p5  197.67   1.8470                2021       26   0.0105
c6-py  195.04   1.8523                2021        6   0.0046
c6-s4  175.67   1.8606                2021       23   0.0178
c6-s6  192.98   1.8236                2021       22   0.0118
c6-sh  174.66   1.8629                2021        4   0.0114
c6-ss  184.31   1.8416                2021      307   0.0081
c6-sx  181.67   1.8473                2021        3   0.0010
c6-sy  194.23   1.8211                2021       14   0.0102
ca-ca  354.25   1.3986                2021   114978   0.0056
ca-cc  296.50   1.4528                2021     1453   0.0123
ca-cd  288.79   1.4610                2021      971   0.0119
ca-ce  271.85   1.4800                2021     1282   0.0101
ca-cf  285.30   1.4648                2021      397   0.0061
ca-cg  317.41   1.4318                2021      229   0.0024
ca-ch  327.13   1.4226                2021       18   0.0026
ca-cl  187.98   1.7572                2021     2215   0.0048
ca-cp  346.07   1.4056                2021     2009   0.0049
ca-cq  354.25   1.3986                2021       33   0.0078
ca-cs  261.44   1.4924                2021       15   0.0070
ca-cx  258.91   1.4955                2021       67   0.0051
ca-cy  243.00   1.5159                2021       27   0.0058
ca-f   335.44   1.3502                2021     1034   0.0051
ca-h4  356.82   1.0885                2021     2586   0.0010
ca-h5  357.59   1.0880                2021      284   0.0005
ca-ha  360.69   1.0860                2021    63960   0.0009
ca-i   107.06   2.1569                2021       61   0.0076
ca-n1  391.80   1.3353                2021        6   0.0078
ca-n2  374.30   1.3484                2021       10   0.0522
ca-n   291.11   1.4228                2021      526   0.0095
ca-n4  224.10   1.5046                2021       18   0.0067
ca-na  329.32   1.3858                2021     2601   0.0095
ca-nb  386.49   1.3392                2021     6702   0.0055
ca-nc  329.99   1.3852                2021      432   0.0060
ca-nd  328.65   1.3864                2021      414   0.0041
ca-ne  311.78   1.4021                2021      222   0.0100
ca-nf  303.79   1.4099                2021       54   0.0062
ca-nh  310.84   1.4030                2021      624   0.0168
ca-nj  307.96   1.4058                2021        2   0.0004
ca-nm  333.35   1.3822                2021       19   0.0036
ca-nn  341.71   1.3749                2021        7   0.0030
ca-no  250.20   1.4696                2021      454   0.0049
ca-ns  306.73   1.4070                2021      792   0.0070
ca-nu  319.92   1.3944                2021     1014   0.0125
ca-nv  342.30   1.3744                2021     1021   0.0102
ca-nx  235.08   1.4893                2021        2   0.0040
ca-ny  229.12   1.4975                2021        2   0.0000
ca-nz  240.55   1.4820                2021        2   0.0000
ca-o   549.99   1.2377                2021       12   0.0114
ca-oh  348.55   1.3644                2021     3637   0.0062
ca-os  343.34   1.3688                2021     5808   0.0063
ca-p2  176.9    1.8400             SOUECE3        1         
ca-p3  197.02   1.8483                2021       11   0.0081
ca-p4  194.7    1.8060             SOUECE3        1         
ca-p5  212.82   1.8181                2021        6   0.0011
ca-pe  199.89   1.8426                2021        1   0.0000
ca-pf  182.5    1.8290             SOURCE3       10   0.0042
ca-px  209.08   1.8250                2021        1   0.0000
ca-py  212.16   1.8193                2021       29   0.0102
ca-s2  241.81   1.7378                2021        2   0.0000
ca-s   234.96   1.7485                2021        2   0.0005
ca-s4  214.32   1.7832                2021        1   0.0000
ca-s6  190.14   1.8294                2021       29   0.0080
ca-sh  215.16   1.7817                2021       28   0.0058
ca-ss  213.48   1.7847                2021      719   0.0079
ca-sx  192.29   1.8250                2021       66   0.0057
ca-sy  209.82   1.7913                2021      690   0.0076
c -c1  250.88   1.5056                2021        1   0.0000
c -c   219.37   1.5494                2021      213   0.0088
c -c2  308.44   1.4406                2021        2   0.0066
c -c3  234.85   1.5270                2021     6625   0.0086
c -c5  229.45   1.5346                2021     1678   0.0074
c -c6  233.63   1.5287                2021     1545   0.0070
c -ca  262.84   1.4907                2021     3861   0.0089
c -cc  281.78   1.4687                2021     1692   0.0122
cc-cc  322.02   1.4274                2021     1438   0.0114
cc-cd  386.24   1.3730                2021     7928   0.0083
cc-ce  296.31   1.4530                2021      247   0.0094
cc-cf  404.10   1.3598                2021       75   0.0078
cc-cg  330.38   1.4196                2021       52   0.0053
cc-ch  341.2    1.4270             SOURCE1      560         
cc-cl  199.24   1.7355                2021       96   0.0079
cc-cs  318.24   1.4310                2021       36   0.0110
cc-cx  281.42   1.4691                2021       24   0.0036
cc-cy  259.80   1.4944                2021        1   0.0000
c -cd  278.12   1.4728                2021     1998   0.0216
c -ce  267.76   1.4848                2021     2064   0.0117
c -cf  270.22   1.4819                2021      343   0.0108
cc-f   346.59   1.3408                2021       46   0.0041
c -cg  298.61   1.4506                2021       11   0.0089
c -ch  298.90   1.4503                2021        4   0.0023
cc-h4  368.72   1.0809                2021     2038   0.0014
cc-h5  366.97   1.0820                2021      838   0.0010
cc-ha  364.12   1.0838                2021     1399   0.0013
cc-hx  365.86   1.0827                2021        3   0.0013
cc-i   115.94   2.1205                2021       11   0.0086
c -cl  156.81   1.8266                2021        8   0.0119
cc-n1  416.60   1.3179                2021        1   0.0000
cc-n2  458.15   1.2914                2021      114   0.0069
cc-n   331.66   1.3837                2021      368   0.0086
cc-n4  226.49   1.5012                2021        6   0.0273
cc-na  335.50   1.3803                2021     4566   0.0085
cc-nc  356.03   1.3629                2021      534   0.0101
cc-nd  419.72   1.3158                2021     2640   0.0074
cc-ne  337.56   1.3785                2021       41   0.0102
cc-nf  456.66   1.2923                2021       14   0.0089
cc-nh  342.88   1.3739                2021      124   0.0113
cc-nm  298.70   1.4150                2021       22   0.0063
cc-no  284.50   1.4298                2021      238   0.0079
cc-ns  335.39   1.3804                2021      251   0.0077
cc-nu  339.63   1.3767                2021      212   0.0100
cc-nv  349.26   1.3685                2021      192   0.0098
cc-ny  242.00   1.4801                2021        1   0.0000
cc-o   594.24   1.2174                2021        4   0.0074
cc-oh  370.38   1.3468                2021      127   0.0078
cc-os  351.19   1.3622                2021     1041   0.0077
cc-p3  205.42   1.8319                2021        2   0.0007
cc-p5  174.27   1.8974                2021        1   0.0000
cc-pc  225.00   1.7966                2021        2   0.0027
cc-pd  240.8    1.7330             SOURCE3       84   0.0161
cc-py  214.30   1.8154                2021        2   0.0000
cc-s2  213.20   1.7852                2021        3   0.0055
c -cs  226.19   1.5393                2021        2   0.0008
cc-s   255.97   1.7168                2021        2   0.0195
cc-s4  221.20   1.7712                2021        2   0.0000
cc-s6  197.76   1.8141                2021        6   0.0108
cc-sh  222.19   1.7695                2021       14   0.0031
cc-sq  217.90   1.7769                2021        3   0.0006
cc-ss  231.66   1.7538                2021     1299   0.0097
cc-sx  200.07   1.8096                2021       23   0.0025
cc-sy  211.36   1.7885                2021       43   0.0108
c -cu  360.2    1.4120             SOURCE2        1         
c -cx  252.53   1.5035                2021      245   0.0110
c -cy  217.66   1.5520                2021      373   0.0059
cd-cd  321.49   1.4279                2021     2381   0.0093
cd-ce  390.21   1.3700                2021       81   0.0133
cd-cf  292.52   1.4570                2021      149   0.0081
cd-cg  341.2    1.4270             SOURCE1      560         
cd-ch  332.57   1.4176                2021       57   0.0046
cd-cl  200.42   1.7333                2021       41   0.0069
cd-cs  314.42   1.4347                2021       13   0.0082
cd-cx  271.59   1.4803                2021       13   0.0034
cd-cy  251.27   1.5051                2021       11   0.0006
cd-f   342.74   1.3440                2021        4   0.0040
cd-h4  367.29   1.0818                2021     1820   0.0012
cd-h5  366.81   1.0821                2021      538   0.0010
cd-ha  364.60   1.0835                2021     2567   0.0014
cd-hx  370.00   1.0801                2021        1   0.0000
cd-i   117.44   2.1147                2021        7   0.0138
cd-n1  441.91   1.3014                2021        1   0.0000
cd-n2  466.04   1.2867                2021       42   0.0088
cd-n   335.05   1.3807                2021      265   0.0082
cd-n4  233.32   1.4917                2021        2   0.0112
cd-na  332.45   1.3830                2021     1733   0.0081
cd-nc  417.79   1.3171                2021     1768   0.0078
cd-nd  345.93   1.3713                2021     1734   0.0082
cd-ne  438.58   1.3035                2021       27   0.0125
cd-nf  340.67   1.3758                2021       11   0.0164
cd-nh  323.92   1.3907                2021       67   0.0087
